File,chapter,location,tier,weaploc1,weapon1,weaploc2,weapon2,weaploc3,weapon3,weaploc4,weapon4,weaploc5,weapon5,weaploc6,weapon6,class,classtype,outputchapter,weapontype
\zmap\bmap0306\dispos_h.bin,3a,8588,2,8168,IID_ELFIRE,8293,IID_METEOR,,,,,,,,,FIRESAGE,M,3_5,F
\zmap\bmap0306\dispos_h.bin,3a,8601,2,8402,IID_STEELLANCE,8328,IID_SHORTSPEAR,,,,,,,,,GLORYDUX,A,3_5,L
\zmap\bmap0306\dispos_h.bin,3a,8614,2,8281,IID_STEELLANCE,8434,IID_STEELSPEAR,8256,IID_HORSEKILLER,8550,IID_SHORTSPEAR,,,,,GLORYKNIGHT,C,3_5,L
\zmap\bmap0306\dispos_h.bin,3a,8643,2,8560,IID_STEELPOLEAXE,8692,IID_STEELAXE,,,,,,,,,GREATKNIGHT,C,3_5,A
\zmap\bmap0306\dispos_h.bin,3a,8677,2,8709,IID_STEELLANCE,8242,IID_HANDSPEAR,,,,,,,,,HALBERDIER,I,3_5,L
\zmap\bmap0306\dispos_h.bin,3a,8725,2,8389,IID_STEELBOW,,,,,,,,,,,SNIPER,I,3_5,B
\zmap\bmap0306\dispos_h.bin,3a,8736,2,8449,IID_STEELSWORD,,,,,,,,,,,SWORDMASTER,I,3_5,S
\zmap\bmap0306\dispos_h.bin,3a,8788,2,8190,IID_ELTHUNDER,,,,,,,,,,,THUNDERSAGE,M,3_5,T
\zmap\bmap0306\dispos_h.bin,3a,8804,2,8138,IID_CROSSBOW,8417,IID_STEELPOLEAXE,8361,IID_STEELAXE,,,,,,,WARRIOR,I,3_5,A
\zmap\bmap0306\dispos_h.bin,3a,8816,2,8204,IID_ELWIND,,,,,,,,,,,WINDSAGE,M,3_5,W
\zmap\bmap0307\dispos_h.bin,3a,7053,2,6772,IID_OLIVI,,,,,,,,,,,BEASTTRIBE_C,L,3_6,X
\zmap\bmap0307\dispos_h.bin,3a,7089,2,6797,IID_OLIVI,,,,,,,,,,,BEASTTRIBE_T,L,3_6,X
\zmap\bmap0307\dispos_h.bin,3a,7123,2,6877,IID_REBLOW,6846,IID_LIVE,,,,,,,,,BISHOP,H,3_6,H
\zmap\bmap0307\dispos_h.bin,3a,7144,2,6809,IID_HERB,,,,,,,,,,,CAT,L,3_6,X
\zmap\bmap0307\dispos_h.bin,3a,7198,2,6965,IID_STEELLANCE,,,,,,,,,,,HALBERDIER,I,3_6,L
\zmap\bmap0307\dispos_h.bin,3a,7268,2,6937,IID_STEELBOW,,,,,,,,,,,SNIPER,I,3_6,B
\zmap\bmap0307\dispos_h.bin,3a,7324,2,6823,IID_HERB,,,,,,,,,,,TIGER,L,3_6,X
\zmap\bmap0308\dispos_h.bin,3b,9635,2,9269,IID_REBLOW,9280,IID_RELIVE,,,,,,,,,BISHOP,H,3_7,H
\zmap\bmap0308\dispos_h.bin,3b,9753,2,9081,IID_ELFIRE,,,,,,,,,,,FIRESAGE,M,3_7,F
\zmap\bmap0308\dispos_h.bin,3b,9766,2,9878,IID_SHORTSPEAR,,,,,,,,,,,GLORYDUX,A,3_7,L
\zmap\bmap0308\dispos_h.bin,3b,9779,2,9319,IID_SHORTAXE,,,,,,,,,,,GREATDUX,A,3_7,A
\zmap\bmap0308\dispos_h.bin,3b,9792,2,9451,IID_STEELLANCE,9517,IID_STEELSPEAR,9332,IID_SHORTSPEAR,9230,IID_KILLERLANCE,,,,,HALBERDIER,I,3_7,L
\zmap\bmap0308\dispos_h.bin,3b,9916,2,9483,IID_STEELLONGBOW,9390,IID_STEELBOW,,,,,,,,,SNIPER,I,3_7,B
\zmap\bmap0308\dispos_h.bin,3b,9956,2,9064,IID_DRAGONKILLER,9549,IID_STORMSWORD,9375,IID_STEELBLADE,,,,,,,SWORDMASTER,I,3_7,S
\zmap\bmap0308\dispos_h.bin,3b,9972,2,9106,IID_ELTHUNDER,,,,,,,,,,,THUNDERSAGE,M,3_7,T
\zmap\bmap0308\dispos_h.bin,3b,9988,2,9158,IID_HANDAXE,9051,IID_CROSSBOW,9894,IID_STEELPOLEAXE,,,,,,,WARRIOR,I,3_7,A
\zmap\bmap0308\dispos_h.bin,3b,10000,2,9120,IID_ELWIND,9564,IID_THUNDER,,,,,,,,,WINDSAGE,M,3_7,W
\zmap\bmap0309\dispos_h.bin,3b,6304,2,6046,IID_RELIVE,,,,,,,,,,,BISHOP,H,3_8,H
\zmap\bmap0309\dispos_h.bin,3b,6315,2,5900,IID_STEELBLADE,6223,IID_STORMSWORD,,,,,,,,,BLADEDUX,A,3_8,S
\zmap\bmap0309\dispos_h.bin,3b,6366,2,6262,IID_WORM,,,,,,,,,,,DRUID,M,3_8,D
\zmap\bmap0309\dispos_h.bin,3b,6376,2,5970,IID_ELFIRE,,,,,,,,,,,FIRESAGE,M,3_8,F
\zmap\bmap0309\dispos_h.bin,3b,6389,2,6193,IID_STEELSPEAR,6070,IID_SHORTSPEAR,,,,,,,,,GLORYDUX,A,3_8,L
\zmap\bmap0309\dispos_h.bin,3b,6418,2,6176,IID_STEELPOLEAXE,6057,IID_SHORTAXE,,,,,,,,,GREATDUX,A,3_8,A
\zmap\bmap0309\dispos_h.bin,3b,6431,2,6144,IID_STEELLANCE,5913,IID_STEELSPEAR,,,,,,,,,HALBERDIER,I,3_8,L
\zmap\bmap0309\dispos_h.bin,3b,6462,2,6159,IID_STEELLONGBOW,6131,IID_STEELBOW,5942,IID_CROSSBOW,,,,,,,SNIPER,I,3_8,B
\zmap\bmap0309\dispos_h.bin,3b,6473,2,6208,IID_STEELSWORD,6116,IID_STEELBLADE,,,,,,,,,SWORDMASTER,I,3_8,S
\zmap\bmap0309\dispos_h.bin,3b,6507,2,5981,IID_ELTHUNDER,,,,,,,,,,,THUNDERSAGE,M,3_8,T
\zmap\bmap0309\dispos_h.bin,3b,6523,2,6252,IID_STEELPOLEAXE,5955,IID_CROSSBOW/D,,,,,,,,,WARRIOR,I,3_8,A
\zmap\bmap0309\dispos_h.bin,3b,6535,2,5995,IID_ELWIND,,,,,,,,,,,WINDSAGE,M,3_8,W
\zmap\bmap0310\dispos_h.bin,3b,4908,2,4656,IID_REBLOW,4667,IID_RELIVE,,,,,,,,,BISHOP,H,3_9,H
\zmap\bmap0310\dispos_h.bin,3b,4919,2,4575,IID_STEELSWORD,,,,,,,,,,,BLADEDUX,A,3_9,S
\zmap\bmap0310\dispos_h.bin,3b,4980,2,4586,IID_SHORTSPEAR,4626,IID_STEELSPEAR,,,,,,,,,GLORYKNIGHT,C,3_9,L
\zmap\bmap0310\dispos_h.bin,3b,4996,2,4640,IID_STEELAXE,,,,,,,,,,,GREATDUX,A,3_9,A
\zmap\bmap0310\dispos_h.bin,3b,5025,2,4678,IID_SHORTSPEAR,4798,IID_STEELLANCE/D,4832,IID_STEELSPEAR,4612,IID_HANDSPEAR,4693,IID_STEELLANCE,,,HALBERDIER,I,3_9,L
\zmap\bmap0310\dispos_h.bin,3b,5040,2,4770,IID_STEELBOW,,,,,,,,,,,SNIPER,I,3_9,B
\zmap\bmap0310\dispos_h.bin,3b,5051,1,4783,IID_STEELLANCE,,,,,,,,,,,SOLDIER,I,3_9,L
\zmap\bmap0310\dispos_h.bin,3b,5063,2,4755,IID_STEELBLADE,4876,IID_WINDSWORD,4847,IID_STEELSWORD,,,,,,,SWORDMASTER,I,3_9,S
\zmap\bmap0310\dispos_h.bin,3b,5079,2,4742,IID_STEELAXE,4598,IID_HANDAXE/D,4815,IID_STEELPOLEAXE,,,,,,,WARRIOR,I,3_9,A
\zmap\bmap0311\dispos_h.bin,3b,9645,2,9168,IID_STEELBOW,,,,,,,,,,,ARROWKNIGHT,C,3_10,B
\zmap\bmap0311\dispos_h.bin,3b,9712,2,9362,IID_PURGE,9270,IID_ELLIGHT,9383,IID_RELIVE,9372,IID_REBLOW,,,,,BISHOP,H,3_10,M
\zmap\bmap0311\dispos_h.bin,3b,9723,2,9466,IID_STEELBLADE,9198,IID_STEELSWORD,9348,IID_KILLSWORD,9240,IID_DRAGONKILLER,,,,,BLADEKNIGHT,C,3_10,S
\zmap\bmap0311\dispos_h.bin,3b,9760,2,9541,IID_STEELPOLEAXE,,,,,,,,,,,DRAGONMASTER,F,3_10,A
\zmap\bmap0311\dispos_h.bin,3b,9809,2,9407,IID_SHORTSPEAR,,,,,,,,,,,GLORYDUX,A,3_10,L
\zmap\bmap0311\dispos_h.bin,3b,9822,2,9558,IID_STEELSPEAR,9619,IID_STEELLANCE,9661,IID_SHORTSPEAR,,,,,,,GLORYKNIGHT,C,3_10,L
\zmap\bmap0311\dispos_h.bin,3b,9838,2,9394,IID_SHORTAXE,9293,IID_HAMMER,9739,IID_STEELPOLEAXE,,,,,,,GREATDUX,A,3_10,A
\zmap\bmap0311\dispos_h.bin,3b,9851,2,9451,IID_STEELPOLEAXE,9438,IID_STEELAXE,9749,IID_SHORTAXE,,,,,,,GREATKNIGHT,C,3_10,A
\zmap\bmap0311\dispos_h.bin,3b,9885,2,9509,IID_STEELLANCE,,,,,,,,,,,HALBERDIER,I,3_10,L
\zmap\bmap0311\dispos_h.bin,3b,9926,2,9481,IID_STEELBOW,9227,IID_CROSSBOW,,,,,,,,,SNIPER,I,3_10,B
\zmap\bmap0311\dispos_h.bin,3b,9937,2,9573,IID_STEELSWORD,,,,,,,,,,,SWORDMASTER,I,3_10,S
\zmap\bmap0311\dispos_h.bin,3b,9971,2,9794,IID_STEELPOLEAXE,,,,,,,,,,,WARRIOR,I,3_10,A
\zmap\bmap0312\dispos_h.bin,3b,8178,2,7672,IID_STEELBOW,,,,,,,,,,,ARROWKNIGHT,C,3_11,B
\zmap\bmap0312\dispos_h.bin,3b,8244,2,7921,IID_RESCUE/L,7761,IID_ELLIGHT,7910,IID_RELIVE,7899,IID_REBLOW,,,,,BISHOP,H,3_11,M
\zmap\bmap0312\dispos_h.bin,3b,8255,2,8124,IID_STEELSWORD,,,,,,,,,,,BLADEDUX,A,3_11,S
\zmap\bmap0312\dispos_h.bin,3b,8268,2,8018,IID_SILVERSWORD,8139,IID_STORMSWORD,7697,IID_STEELSWORD,,,,,,,BLADEKNIGHT,C,3_11,S
\zmap\bmap0312\dispos_h.bin,3b,8305,2,7814,IID_HAMMER,7851,IID_HORSEKILLER/D,8194,IID_STEELAXE,,,,,,,DRAGONMASTER,F,3_11,L
\zmap\bmap0312\dispos_h.bin,3b,8339,2,7739,IID_ELFIRE,,,,,,,,,,,FIRESAGE,M,3_11,F
\zmap\bmap0312\dispos_h.bin,3b,8352,2,7973,IID_SHORTSPEAR,7883,IID_KILLERLANCE,8109,IID_STEELSPEAR,8211,IID_STEELLANCE,,,,,GLORYDUX,A,3_11,L
\zmap\bmap0312\dispos_h.bin,3b,8365,2,8284,IID_STEELLANCE,8034,IID_STEELSPEAR,,,,,,,,,GLORYKNIGHT,C,3_11,L
\zmap\bmap0312\dispos_h.bin,3b,8381,2,8294,IID_SHORTAXE,,,,,,,,,,,GREATDUX,A,3_11,A
\zmap\bmap0312\dispos_h.bin,3b,8394,2,8051,IID_STEELAXE,7825,IID_HANDAXE,8092,IID_STEELPOLEAXE,,,,,,,GREATKNIGHT,C,3_11,A
\zmap\bmap0312\dispos_h.bin,3b,8428,2,8077,IID_STEELLANCE,8410,IID_STEELSPEAR,,,,,,,,,HALBERDIER,I,3_11,L
\zmap\bmap0312\dispos_h.bin,3b,8474,2,8064,IID_STEELBOW,7726,IID_CROSSBOW,7988,IID_SILVERBOW,,,,,,,SNIPER,I,3_11,B
\zmap\bmap0312\dispos_h.bin,3b,8485,2,8456,IID_STEELSWORD,8168,IID_WATOU,,,,,,,,,SWORDMASTER,I,3_11,S
\zmap\bmap0312\dispos_h.bin,3b,8501,2,7773,IID_ELTHUNDER,7798,IID_GIGATHUNDER,,,,,,,,,THUNDERSAGE,M,3_11,T
\zmap\bmap0312\dispos_h.bin,3b,8517,2,7960,IID_SHORTAXE,12433,IID_STEELPOLEAXE,,,,,,,,,WARRIOR,I,3_11,A
\zmap\bmap0312\dispos_h.bin,3b,8529,2,7787,IID_ELWIND,,,,,,,,,,,WINDSAGE,M,3_11,W
\zmap\bmap0313\dispos_h.bin,3b,12393,1,18608,IID_IRONBOW,18617,IID_STEELBOW,,,,,,,,,ARCHER,I,3_12,B
\zmap\bmap0313\dispos_h.bin,3b,12404,2,12020,IID_IRONBOW,,,,,,,,,,,ARROWKNIGHT,C,3_12,B
\zmap\bmap0313\dispos_h.bin,3b,12437,2,11969,IID_ELLIGHT,12109,IID_RELIVE,12098,IID_REBLOW,,,,,,,BISHOP,H,3_12,M
\zmap\bmap0313\dispos_h.bin,3b,12448,2,18626,IID_STEELSWORD,12333,IID_STORMSWORD,,,,,,,,,BLADEDUX,A,3_12,S
\zmap\bmap0313\dispos_h.bin,3b,12476,2,18635,IID_STEELPOLEAXE,,,,,,,,,,,DRAGONMASTER,F,3_12,A
\zmap\bmap0313\dispos_h.bin,3b,12512,2,18644,IID_STEELLANCE,12143,IID_SHORTSPEAR,,,,,,,,,FALCONKNIGHT,F,3_12,L
\zmap\bmap0313\dispos_h.bin,3b,12529,1,12192,IID_STEELAXE,,,,,,,,,,,FIGHTER,I,3_12,A
\zmap\bmap0313\dispos_h.bin,3b,12541,2,11958,IID_ELFIRE,,,,,,,,,,,FIRESAGE,M,3_12,F
\zmap\bmap0313\dispos_h.bin,3b,12554,2,18653,IID_SHORTSPEAR,12158,IID_SILVERLANCE,18662,IID_STEELLANCE,18671,IID_STEELSPEAR,18680,IID_HANDSPEAR,,,GLORYDUX,A,3_12,L
\zmap\bmap0313\dispos_h.bin,3b,12567,2,12006,IID_HANDSPEAR,18689,IID_STEELLANCE,,,,,,,,,GLORYKNIGHT,C,3_12,L
\zmap\bmap0313\dispos_h.bin,3b,12601,2,12265,IID_STEELPOLEAXE/D,18698,IID_STEELAXE,18707,IID_SHORTAXE,18716,IID_STEELPOLEAXE,,,,,GREATDUX,A,3_12,A
\zmap\bmap0313\dispos_h.bin,3b,12614,2,12248,IID_STEELPOLEAXE,12130,IID_SHORTAXE,,,,,,,,,GREATKNIGHT,C,3_12,A
\zmap\bmap0313\dispos_h.bin,3b,12630,2,12233,IID_STEELLANCE,12303,IID_STEELSPEAR,18725,IID_SHORTSPEAR,,,,,,,HALBERDIER,I,3_12,L
\zmap\bmap0313\dispos_h.bin,3b,12645,1,18734,IID_STEELLANCE,,,,,,,,,,,LANCEARMOR,A,3_12,L
\zmap\bmap0313\dispos_h.bin,3b,12708,2,12220,IID_STEELBOW,,,,,,,,,,,SNIPER,I,3_12,B
\zmap\bmap0313\dispos_h.bin,3b,12719,1,18743,IID_STEELLANCE,12047,IID_IRONLANCE,18752,IID_HANDSPEAR,,,,,,,SOLDIER,I,3_12,L
\zmap\bmap0313\dispos_h.bin,3b,12731,1,12061,IID_IRONSWORD,,,,,,,,,,,SWORDARMOR,A,3_12,S
\zmap\bmap0313\dispos_h.bin,3b,12746,2,12318,IID_STEELSWORD,12084,IID_KILLSWORD,12205,IID_STEELBLADE,,,,,,,SWORDMASTER,I,3_12,S
\zmap\bmap0313\dispos_h.bin,3b,12762,2,11981,IID_ELTHUNDER,,,,,,,,,,,THUNDERSAGE,M,3_12,T
\zmap\bmap0313\dispos_h.bin,3b,12778,2,18761,IID_STEELPOLEAXE,18770,IID_STEELAXE,,,,,,,,,WARRIOR,I,3_12,A
\zmap\bmap0313\dispos_h.bin,3b,12790,2,11995,IID_ELWIND,,,,,,,,,,,WINDSAGE,M,3_12,W
\zmap\bmap0314\dispos_h.bin,3b,13390,2,20282,IID_OLIVI,,,,,,,,,,,BEASTTRIBE_C,L,3_13,X
\zmap\bmap0314\dispos_h.bin,3b,13407,2,20292,IID_OLIVI,,,,,,,,,,,BEASTTRIBE_T,L,3_13,X
\zmap\bmap0314\dispos_h.bin,3b,13441,2,20302,IID_OLIVI,,,,,,,,,,,BIRDTRIBE_H,L,3_13,X
\zmap\bmap0314\dispos_h.bin,3b,13506,2,20222,IID_HERB,,,,,,,,,,,CAT,L,3_13,X
\zmap\bmap0314\dispos_h.bin,3b,13663,2,20242,IID_HERB,,,,,,,,,,,HAWK,L,3_13,X
\zmap\bmap0314\dispos_h.bin,3b,13774,2,20262,IID_HERB,,,,,,,,,,,TIGER,L,3_13,X
\zmap\bmap0315\dispos_h.bin,3c,16496,2,15996,IID_ELLIGHT,16218,IID_SLEEP,16144,IID_RELIVE,,,,,,,BISHOP,H,3_E,M
\zmap\bmap0315\dispos_h.bin,3c,16526,1,25216,IID_STEELSWORD,,,,,,,,,,,BLADE,I,3_E,S
\zmap\bmap0315\dispos_h.bin,3c,16564,2,25225,IID_WINDSWORD,25234,IID_STEELSWORD,,,,,,,,,BLADEKNIGHT,C,3_E,S
\zmap\bmap0315\dispos_h.bin,3c,16622,2,25243,IID_STEELAXE,,,,,,,,,,,DRAGONMASTER,F,3_E,L
\zmap\bmap0315\dispos_h.bin,3c,16695,1,25252,IID_STEELAXE,25261,IID_HANDAXE,,,,,,,,,FIGHTER,I,3_E,A
\zmap\bmap0315\dispos_h.bin,3c,16707,2,16333,IID_STEELSPEAR,25270,IID_STEELLANCE,16202,IID_SILVERLANCE,,,,,,,GLORYDUX,A,3_E,L
\zmap\bmap0315\dispos_h.bin,3c,16720,2,25279,IID_STEELLANCE,25288,IID_STEELSPEAR,,,,,,,,,GLORYKNIGHT,C,3_E,L
\zmap\bmap0315\dispos_h.bin,3c,16773,2,25297,IID_STEELAXE,,,,,,,,,,,GREATDUX,A,3_E,A
\zmap\bmap0315\dispos_h.bin,3c,16786,2,25306,IID_SHORTAXE,16316,IID_STEELPOLEAXE,25315,IID_STEELAXE,,,,,,,GREATKNIGHT,C,3_E,A
\zmap\bmap0315\dispos_h.bin,3c,16802,2,16284,IID_STEELLANCE,16187,IID_SHORTSPEAR,16083,IID_HORSEKILLER,,,,,,,HALBERDIER,I,3_E,L
\zmap\bmap0315\dispos_h.bin,3c,16950,2,16256,IID_STEELBOW,,,,,,,,,,,SNIPER,I,3_E,B
\zmap\bmap0315\dispos_h.bin,3c,16961,1,25324,IID_STEELLANCE,16069,IID_HANDSPEAR,,,,,,,,,SOLDIER,I,3_E,L
\zmap\bmap0315\dispos_h.bin,3c,16973,2,16348,IID_STEELSWORD,16419,IID_WINDSWORD,16241,IID_STEELBLADE,15968,IID_DRAGONKILLER,16363,IID_STORMSWORD,,,SWORDMASTER,I,3_E,S
\zmap\bmap0315\dispos_h.bin,3c,17007,2,16008,IID_ELTHUNDER,16378,IID_THUNDERSTORM,,,,,,,,,THUNDERSAGE,M,3_E,T
\zmap\bmap0315\dispos_h.bin,3c,17033,2,16228,IID_STEELAXE,16057,IID_HANDAXE,16174,IID_SHORTAXE,,,,,,,WARRIOR,I,3_E,A
\zmap\bmap0315\dispos_h.bin,3c,17045,2,16022,IID_ELWIND,15917,IID_BLIZZARD,,,,,,,,,WINDSAGE,M,3_E,W
\zmap\bmap0401\dispos_h.bin,4a,8918,3,8614,IID_SILVERBOW,8790,IID_STEELLONGBOW,8731,IID_STEELBOW,,,,,,,ARROWKNIGHT_SP,C,4_P,B
\zmap\bmap0401\dispos_h.bin,4a,8967,3,8410,IID_ELLIGHT,8543,IID_RECOVER,8532,IID_REBLOW,8522,IID_PURGE,8577,IID_SHINE,,,BISHOP_SP,H,4_P,M
\zmap\bmap0401\dispos_h.bin,4a,8981,3,8422,IID_ENLILSWORD,8660,IID_SILVERSWORD,,,,,,,,,BLADEDUX_SP,A,4_P,S
\zmap\bmap0401\dispos_h.bin,4a,9013,3,8824,IID_STEELSWORD,8716,IID_STEELBLADE,8498,IID_KILLSWORD,8852,IID_STORMSWORD,,,,,BLADEKNIGHT_SP,C,4_P,S
\zmap\bmap0401\dispos_h.bin,4a,9078,3,8628,IID_SILVERLANCE,13359,IID_STEELLANCE,8482,IID_KILLERLANCE,,,,,,,GLORYKNIGHT_SP,C,4_P,L
\zmap\bmap0401\dispos_h.bin,4a,9110,3,8587,IID_SHORTAXE,,,,,,,,,,,GREATDUX_SP,A,4_P,A
\zmap\bmap0401\dispos_h.bin,4a,9126,3,8600,IID_SILVERAXE,13379,IID_STEELPOLEAXE,13399,IID_STEELAXE,13419,IID_SHORTAXE,,,,,GREATKNIGHT_SP,C,4_P,A
\zmap\bmap0401\dispos_h.bin,4a,9160,3,8775,IID_STEELLANCE,,,,,,,,,,,HALBERDIER_SP,I,4_P,L
\zmap\bmap0401\dispos_h.bin,4a,9260,3,13439,IID_STEELSWORD,13459,IID_STORMSWORD,,,,,,,,,SWORDMASTER_SP,I,4_P,S
\zmap\bmap0401\dispos_h.bin,4a,9291,3,8807,IID_STEELPOLEAXE,8703,IID_STEELAXE,8372,IID_CROSSBOW,,,,,,,WARRIOR_SP,I,4_P,A
\zmap\bmap0402\dispos_h.bin,4a,7932,3,7621,IID_REBLOW,,,,,,,,,,,BISHOP_SP,H,4_1,H
\zmap\bmap0402\dispos_h.bin,4a,7946,3,7384,IID_STEELBLADE,7848,IID_STEELSWORD,,,,,,,,,BLADEDUX_SP,A,4_1,S
\zmap\bmap0402\dispos_h.bin,4a,8010,3,7912,IID_WORM,7570,IID_KAREAU,,,,,,,,,DRUID_SP,M,4_1,D
\zmap\bmap0402\dispos_h.bin,4a,8023,3,7801,IID_STEELLANCE,7397,IID_STEELSWORD,,,,,,,,,FALCONKNIGHT_SP,F,4_1,L
\zmap\bmap0402\dispos_h.bin,4a,8043,3,7503,IID_GIGAFIRE,7456,IID_ELFIRE,,,,,,,,,FIRESAGE_SP,M,4_1,F
\zmap\bmap0402\dispos_h.bin,4a,8072,3,7632,IID_STEELLANCE,7668,IID_SHORTSPEAR,7554,IID_HORSEKILLER,,,,,,,GLORYDUX_SP,A,4_1,L
\zmap\bmap0402\dispos_h.bin,4a,8123,3,7655,IID_SHORTAXE,7683,IID_SILVERAXE,7886,IID_STEELPOLEAXE,,,,,,,GREATDUX_SP,A,4_1,A
\zmap\bmap0402\dispos_h.bin,4a,8139,3,7863,IID_STEELLANCE,7833,IID_STEELSPEAR,7711,IID_SILVERLANCE,,,,,,,HALBERDIER_SP,I,4_1,L
\zmap\bmap0402\dispos_h.bin,4a,8201,3,7788,IID_STEELBOW,7595,IID_KILLERBOW,,,,,,,,,SNIPER_SP,I,4_1,B
\zmap\bmap0402\dispos_h.bin,4a,8215,3,7773,IID_STEELBLADE,7439,IID_DRAGONKILLER,7898,IID_STEELSWORD,,,,,,,SWORDMASTER_SP,I,4_1,S
\zmap\bmap0402\dispos_h.bin,4a,8234,3,7478,IID_ELTHUNDER,,,,,,,,,,,THUNDERSAGE_SP,M,4_1,T
\zmap\bmap0402\dispos_h.bin,4a,8278,3,7760,IID_STEELAXE,7426,IID_CROSSBOW,7816,IID_STEELPOLEAXE,7581,IID_KILLERAXE,,,,,WARRIOR_SP,I,4_1,A
\zmap\bmap0403\dispos_h.bin,4a,9297,3,13926,IID_STEELBOW,,,,,,,,,,,ARROWKNIGHT_SP,C,4_2,B
\zmap\bmap0403\dispos_h.bin,4a,9332,3,8964,IID_REBLOW,,,,,,,,,,,BISHOP_SP,H,4_2,H
\zmap\bmap0403\dispos_h.bin,4a,9346,3,9214,IID_STORMSWORD,13935,IID_STEELBLADE,8938,IID_KILLSWORD,,,,,,,BLADEDUX_SP,A,4_2,S
\zmap\bmap0403\dispos_h.bin,4a,9362,3,13944,IID_STEELBLADE,,,,,,,,,,,BLADEKNIGHT_SP,C,4_2,S
\zmap\bmap0403\dispos_h.bin,4a,9394,3,13953,IID_SILVERPOLEAXE,13962,IID_STEELPOLEAXE,,,,,,,,,DRAGONMASTER_SP,F,4_2,A
\zmap\bmap0403\dispos_h.bin,4a,9414,3,9042,IID_SILVERLANCE,,,,,,,,,,,FALCONKNIGHT_SP,F,4_2,L
\zmap\bmap0403\dispos_h.bin,4a,9449,3,8827,IID_ELFIRE,8871,IID_GIGAFIRE,,,,,,,,,FIRESAGE_SP,M,4_2,F
\zmap\bmap0403\dispos_h.bin,4a,9465,3,9199,IID_STEELSPEAR,9150,IID_STEELLANCE,13971,IID_SLENDERSPEAR,,,,,,,GLORYDUX_SP,A,4_2,L
\zmap\bmap0403\dispos_h.bin,4a,9481,3,13980,IID_STEELSPEAR,,,,,,,,,,,GLORYKNIGHT_SP,C,4_2,L
\zmap\bmap0403\dispos_h.bin,4a,9513,3,9058,IID_SILVERPOLEAXE,13989,IID_STEELPOLEAXE,9014,IID_SILVERAXE,,,,,,,GREATDUX_SP,A,4_2,A
\zmap\bmap0403\dispos_h.bin,4a,9545,3,13998,IID_STEELPOLEAXE,,,,,,,,,,,GREATKNIGHT_SP,C,4_2,A
\zmap\bmap0403\dispos_h.bin,4a,9581,3,9092,IID_SLENDERSPEAR,14007,IID_STEELLANCE,14016,IID_SILVERLANCE,14025,IID_STEELSPEAR,8999,IID_SHORTSPEAR,,,HALBERDIER_SP,I,4_2,L
\zmap\bmap0403\dispos_h.bin,4a,9638,3,9229,IID_TAKHSH,9137,IID_STEELBOW,9028,IID_SILVERBOW,,,,,,,SNIPER_SP,I,4_2,B
\zmap\bmap0403\dispos_h.bin,4a,9686,3,9122,IID_STEELBLADE,14034,IID_STORMSWORD,8810,IID_DRAGONKILLER,,,,,,,SWORDMASTER_SP,I,4_2,S
\zmap\bmap0403\dispos_h.bin,4a,9705,3,8884,IID_GIGATHUNDER,,,,,,,,,,,THUNDERSAGE_SP,M,4_2,T
\zmap\bmap0403\dispos_h.bin,4a,9724,3,9109,IID_STEELAXE,9182,IID_STEELPOLEAXE,8797,IID_CROSSBOW,8924,IID_KILLERAXE,,,,,WARRIOR_SP,I,4_2,A
\zmap\bmap0403\dispos_h.bin,4a,9739,3,8900,IID_GIGAWIND,8746,IID_BLIZZARD,8849,IID_ELWIND,,,,,,,WINDSAGE_SP,M,4_2,W
\zmap\bmap0404\dispos_h.bin,4b,11065,3,10578,IID_PURGE,10403,IID_ELSLEEP,10389,IID_ELSILENCE,10653,IID_SHINE,10588,IID_REBLOW,10377,IID_ELLIGHT,BISHOP_SP,H,4_3,M
\zmap\bmap0404\dispos_h.bin,4b,11079,3,10440,IID_ENLILSWORD,,,,,,,,,,,BLADEDUX_SP,A,4_3,S
\zmap\bmap0404\dispos_h.bin,4b,11121,3,10958,IID_STEELPOLEAXE,10992,IID_SHORTAXE,,,,,,,,,DRAGONMASTER_SP,F,4_3,L
\zmap\bmap0404\dispos_h.bin,4b,11174,3,10355,IID_ELFIRE,10468,IID_GIGAFIRE,,,,,,,,,FIRESAGE_SP,M,4_3,F
\zmap\bmap0404\dispos_h.bin,4b,11203,3,10663,IID_SHORTAXE,,,,,,,,,,,GREATDUX_SP,A,4_3,A
\zmap\bmap0404\dispos_h.bin,4b,11234,3,10866,IID_STEELLANCE,10915,IID_STEELSPEAR,10676,IID_SHORTSPEAR,,,,,,,HALBERDIER_SP,I,4_3,L
\zmap\bmap0404\dispos_h.bin,4b,11331,3,10822,IID_STEELBOW,10540,IID_KILLERBOW,,,,,,,,,SNIPER_SP,I,4_3,B
\zmap\bmap0404\dispos_h.bin,4b,11379,3,10807,IID_STEELBLADE,10930,IID_STEELSWORD,10554,IID_KILLSWORD,11021,IID_WINDSWORD,,,,,SWORDMASTER_SP,I,4_3,S
\zmap\bmap0404\dispos_h.bin,4b,11428,3,10794,IID_STEELAXE,10898,IID_STEELPOLEAXE,10300,IID_BOWGUN,10526,IID_KILLERAXE,10328,IID_CROSSBOW,,,WARRIOR_SP,I,4_3,A
\zmap\bmap0404\dispos_h.bin,4b,11443,3,10497,IID_GIGAWIND,10429,IID_ELWIND,,,,,,,,,WINDSAGE_SP,M,4_3,W
